# The Mousetrap - vocabulary expansion candidates
# Generated from 1164 canonical speech lines
# Existing dictionary entries and vocabulary already listed for each speech were excluded
# Candidates: 1000 (single words: 456, phrases: 544)
# LINE = global speech line (1-based); SPEECH_ID = canonical script ID; OCCURRENCES = normalized count
# Candidate list only: verify context and part of speech before dictionary integration.

NO	LINE	SPEECH_ID	TYPE	LEMMA	SURFACE	OCCURRENCES
929	956	act2-speech-0430	PHRASE-2	little information	little information	1
930	961	act2-speech-0435	WORD	spell	spell	1
931	975	act2-speech-0449	WORD	quiet	quiet	1
932	975	act2-speech-0449	PHRASE-2	somewhere quiet	somewhere quiet	1
933	981	act2-speech-0455	PHRASE-3	think of something	thinking of something	1
934	983	act2-speech-0457	PHRASE-3	strictly private affair	strictly private affair	1
935	990	act2-speech-0464	WORD	vouch	vouch	1
936	991	act2-speech-0465	WORD	also	also	1
937	991	act2-speech-0465	PHRASE-2	discreet man	discreet man	1
938	991	act2-speech-0465	WORD	financial	financial	1
939	991	act2-speech-0465	WORD	refer	refer	1
940	991	act2-speech-0465	WORD	social	social	1
941	995	act2-speech-0469	WORD	thirteen	thirteen	3
942	1016	act2-speech-0490	WORD	degree	degree	1
943	1016	act2-speech-0490	PHRASE-2	give people	give people	1
944	1016	act2-speech-0490	PHRASE-3	think the police	thought the police	2
945	1021	act2-speech-0495	PHRASE-2	impossible thing	impossible things	1
946	1021	act2-speech-0495	PHRASE-3	thing before breakfast	things before breakfast	1
947	1023	act2-speech-0497	PHRASE-3	see a ghost	seen a ghost	1
948	1024	act2-speech-0498	WORD	bat	bat	1
949	1024	act2-speech-0498	PHRASE-2	see something	seen something	1
950	1026	act2-speech-0500	PHRASE-2	want everyone	want everyone	1
951	1027	act2-speech-0501	WORD	avail	avail	1
952	1027	act2-speech-0501	PHRASE-2	entertain place	entertaining places	1
953	1028	act2-speech-0502	PHRASE-3	get the others	get the others	1
954	1029	act2-speech-0503	PHRASE-3	drag a murderer	dragging a murderer	1
955	1029	act2-speech-0503	WORD	lose	lost, losing	2
956	1032	act2-speech-0506	WORD	inconvenient	inconvenient	1
957	1033	act2-speech-0507	PHRASE-2	important thing	important things	1
958	1035	act2-speech-0509	WORD	operation	operation	1
959	1038	act2-speech-0512	WORD	end	end	1
960	1038	act2-speech-0512	WORD	exciting	exciting	1
961	1043	act2-speech-0517	WORD	attention	attention	2
962	1045	act2-speech-0519	PHRASE-3	check these statement	checking these statements	2
963	1045	act2-speech-0519	WORD	false	false	1
964	1045	act2-speech-0519	WORD	truth	truth	1
965	1046	act2-speech-0520	WORD	necessarily	necessarily	2
966	1049	act2-speech-0523	WORD	second	second	1
967	1050	act2-speech-0524	WORD	chestnut	chestnut	1
968	1053	act2-speech-0527	WORD	learn	learn	1
969	1055	act2-speech-0529	WORD	repeat	repeat	2
970	1063	act2-speech-0537	WORD	busy	busy	1
971	1081	act2-speech-0555	WORD	role	roles	1
972	1084	act2-speech-0558	WORD	chilly	chilly	1
973	1084	act2-speech-0558	WORD	job	job	1
974	1084	act2-speech-0558	WORD	kindly	kindly	1
975	1103	act2-speech-0577	WORD	maiden	maiden	1
976	1105	act2-speech-0579	WORD	teach	taught	2
977	1107	act2-speech-0581	WORD	post	posted	1
978	1107	act2-speech-0581	WORD	teacher	teacher	1
979	1110	act2-speech-0584	WORD	aside	aside	1
980	1113	act2-speech-0587	WORD	box	box	1
981	1113	act2-speech-0587	WORD	brother	brother	1
982	1115	act2-speech-0589	WORD	better	better	2
983	1115	act2-speech-0589	WORD	enough	enough	1
984	1115	act2-speech-0589	WORD	ups	ups	1
985	1117	act2-speech-0591	WORD	tire	tired	1
986	1117	act2-speech-0591	WORD	watch	Watching, watches	2
987	1120	act2-speech-0594	WORD	animal	animals	1
988	1120	act2-speech-0594	WORD	dog	dogs	1
989	1120	act2-speech-0594	WORD	fat	fat	1
990	1120	act2-speech-0594	WORD	pig	pig	1
991	1132	act2-speech-0606	WORD	dream	dreamt	1
992	1138	act2-speech-0612	WORD	control	control	1
993	1138	act2-speech-0612	WORD	hatter	hatter	1
994	1142	act2-speech-0616	WORD	spot	spot	1
995	1144	act2-speech-0618	WORD	top	top	1
996	1146	act2-speech-0620	WORD	wheel	wheel	1
997	1148	act2-speech-0622	WORD	buy	buying	1
998	1162	act2-speech-0636	WORD	shop	shop	1
999	1163	act2-speech-0637	WORD	burn	burning	1
1000	1163	act2-speech-0637	WORD	smell	smell	1
